text,hate_label,english_translation,label,post_id
අමු  සොහොනක  නිදිවරණ  මම  වෙමි  හොල්මන... නැතිනම්  මාත්  බිය  සැක  සිඳ  බිඳ  නටයි  තොපි  ගරා  යහමෙට...  රුවන්... URL,NOT,"I am in a raw tomb I am, or if I too fears breaking me suspicion, you're good ... Ruwan ... URL",1,601936668099223553
@USER දෙරණේ පැණි නාටකයට තරඟයක් දෙන්න නේද සිරස මේ ගස් නාටකය පටන් ගත්තේ. එල එල.,NOT,Sirasa started this drama in Dehana Derana.Elay.,1,1359399974992158722
දවසකට දාහ ගානේ  තුන්දෙනෙක්ට පුක දෙන්න ගත්තනම් මාස තුනෙන් පොන් එක ගන්න තිබ්බා නන්ගි. නිකන් තියෙන පුක ඕක රෙන එකට වඩා වැදගත් දෙයක් කරන්නෙත් නැහැ වකුගඩු දෙන්න එපා ඔයා ෆොන් එක වෙනුවෙන් පුක දෙන්න. No one @USER  · 13 Sep 2018 වකුගඩු දෙකක්ම තියෙන එකේ එකක් දුන්නම මොකෝ.....,HOF,Nonni could have taken three months after a day to give three people a day.Don't give the kidneys don't do anything more important than the puzzle it is just like the rock.No One One · 13 Sep 2018 When the 2018 kidneys are .....,0,1040479227852681216
කවුද යකෝ ශලනියි අර අනිත් ඩයල් එකයි Voice එකේ Host කරන්න දාපු එකා?,HOF,Who is shalin and that the other dial to host the voice?,0,1444697228233232385
@USER  @USER ඉන්නකො මං ඔහෙ නතර උනාම එලි වෙනකම් ගල් කපනවා තොට,HOF,Laying @ser @ser wait when you stop you,0,1467497896530612226
"@USER මේ, ඕයි සමහරක් වෙලාවට නයිට් කරද්දි එක එකා ඒව කනව. කාල දවසටම හතර පස් සැරයක් රෙනව. වාසනාවට වතුර තියන තැනක්නම් ශේප්. වතුර නැතුව පිහන තැනක් නම් අප්පා දවසම ඇවිදින්නේ ඇබයක් ගහගෙන වගේ. පුක වේලෙනවනෙ",HOF,"@User, when you knight some time, Eve eats.On the time of the time, the four five times.Spape is a place where you water.If the dishes without water, the apparel walks like a body.Surveying",0,1164394735101829122
මෙන්ඩිස් එකෙන් අපිනම් ගත්තේ අරක්කු ෆ්‍රෙන්ඩ්ස්. සමහර එවුන් සල්ලිත් අරං යකෝ!,NOT,We did sounds from Mendis.Take some money!,1,1009434390831616000
උබලට කරන්න වැඩක් නැත්තන් මෙන්න මෙකට කමෙන්ට් ටිකක් දාගෙන පලයන්,NOT,"Whatever work to do, we don't have a little celebrity",1,786409598030938112
අයිසෙ ගූගල් ට්‍රාන්ස්ලේට්..... මොනාදෝයි මේ??  Cc  @USER,NOT,"Is in Google Translate ...... ,,,,,,Cc @user",1,1086815488703778816
"@USER රටේ ජනතාවට හෙන ගැහුවත් මුන්ට ප්‍රශ්නයක් නෑ, විදේශකයො ගෙනැල්ල සාක්කු පිරෙනව නම්.",NOT,"If the people of the country beat the country, they don't care if they do not have a pocket.",1,1436362654134652930
@USER තෝ මොකටද බය වෙන්නෙ,NOT,@User Tho any of the,1,827890866358460416
@USER තෝ වගේ අවජාතකයෙක්ට පුත්තු නැති එක ගැන සතුටුයි.. ලොල්ලා,HOF,@User Tho likes a bastard for a bastard,0,1191910459781173248
අර කැත නසරානි හිනාව තියන බල්ලා හරි නම් කීයක් හරි මට දෙන්න ඕනේ ලබ්බ.ඌව මේකේ මාකට් කරනවට,HOF,"If the dog has the ugly Naranai laughs, the dog that should give me some right if you have to leave me.",0,1264269861892624387
අපේ බල්ලා මැරැනම ගමේපන්සලේහාමුදුරැවෝ   හැමදේම අනිත්්‍යයි කියල බනකුත් කීයල අවවාද දීලා ගියා. අඩනඑක තේරැමක් නෑ කියල.මට ඒක තේරිලා මම බල්ලට නිවන් සැප ලැබේවා කියල තඩි බැනර් එකකුත් එල්ලුවා. පස්සේ තුන්මාසේ දානේ දීලා පිංවැඩිවෙන්න පිරිතක් කියල වත්තේ හතරමායිම ආරකෂා කරා පෙරේත ආත්මය එනවටත් Slash - සිසිර @USER  · 25 Feb 2021 . අපේ බල්ල මැරුනාම සතියක් විතර ගෙදර අය ඇඬුවා. මම එතකොට හිටියේ කළුතර. ඒ දුක නිසා අපි කර කර හිටිය වැඩේ (ටෙලි ඩ්‍රාමා එකක්) දවස් භාගයකට නැවැත්තුවා. මම එදා දවසම කාමරේට වෙලා අඬ අඬ හිටියා.  . අපේ ගෙදර හැදුනා චූටි කුකුල්ලු 3 දෙනෙක්. උන්ගෙන් එකෙක් ගැරඬියෙක් අල්ලගෙන මැරෙනකොට මම හිටියෙ twitter.com/supunaparekka/… Show this thread,NOT,"The villagers died of our dog, and gave a little advice for everything.It is not a choice that is no choice.After the four-year-old powered, Slash - Sisira @user · 25 Feb 2021.Our dog cried for about a week when our dog was dead.I was then Kalutara.Because of the sadness, we were doing (a Tele drama) stopped half days.I cried in the room and cried in the room..3-wheeled cubies that were at our home.When one of them died of a gathering, I was twitter.com/supunaparekka/... shows this thread",1,1365412110965080064
අත් වසා මුව වසා කතුරකුත් තියාගෙන ආපු ඒ බලු වෙදා කපා මා හීනියට අල්ලලා අඩුවකින් හිතක් නැති සේ මාව මරන්නයි හදන්නේ හෙන ගහපියවු තොපිට මොහොතකට ඉල…,HOF,"The pledge of the hands closed down, I am trying to kill me and kill me for a moment ...",0,930875623505055745
සෑහෙන්න වැරදිලා තියෙනවා බං..පොන්න කබ්බොන්ව ෆෝම් කරපු එක තමා ලොකුම අවුල. Salina Lakshan @USER  · 12 Dec 2019 අශේන්ව දන්නවද  දන්නවා නේ.. ලංකවේ කොතැනක් දැක්කත් අදුරනව.   මැතිව් අබේසිංහ දන්නවද  දැක්කොත් අදුරන්න මතකද මුණ  රන් පදක්කම් 7ක් රිදී පදක්කම් 2ක් එක්ක ලංකාව රනින් බබලවපු කොල්ලෙක්  දක්ෂ කොල්ලෙක්  රටට ආඩම්බරයක් ගෙනාපු කොල්ලෙක්   අපිට කොතන හරි වැරදිලා කියල හිතෙනවද?   -Copied-,HOF,There's a lot of mistakes and bang.Salina lakshan @user · 12 Dec 2019 Knowing Asheer.Do you even know Matthew Abeysinghe?-Copied-,0,1205324960425578496
@USER  @USER තෝ සදාකාලිකව තනිකඩ වෙයන් හරකා,HOF,@Ser @user @sere eternally single,0,1310241084946219014
@USER ඔකාව අල්ලන් ඉන්න ඔනේ ඔක්කෝටම කලින්,NOT,@Ser's ok you want everything before,1,1120593444953448453
@USER ඇවිදගන්ඩ පනත් නෑ තවත් රට හදනව...අපේ හාමුදුරුවනේ කියල ඇරපු රට,NOT,@Suer walks of walks to build another country ...,1,1470817434013773824
මේ  @USER  අද ඊයෙ  @USER  නංගිව හොයාගෙන හෙන වදේ! උඹ සෙලීනට කඹුර කඹුර ඉන්න කාලෙ ඉඳන් අපි අපේ ක්ලෝයි නංගි බබා එක්ක හිටියේ.,NOT,"This is the torture of this @user's @ser sister today!Since it was when you had Seleine Slain, we were with our chlorhy sister.",1,721411690621902848
දෙවියනේ... මම දිහා බලන් ඉන්න උන් මට පිස්සු කියල හිතනවද දන්නැ.  ඇයි යකෝ බලුවොත් 4න්1ක දිහා බලන් හිනාවෙනවා. බැලුවොත් උඩටයි පල්ලෙහටයි අදිනව..,NOT,"God ... I think they're crazy, do they know that they look at me.Why do you look at 1 out of 4.If you look, pulls up the upstairs.",1,607119360692396034
තොපි මාව හලල පොටෝ අරන් තව හෙඩර් වලටත් දානව නේ,NOT,"Tippa me, you'll get a halala potto",1,853166970581254144
#ගුණේ ඔයා නම් ටුවිටර් ගිණුමක් නම් හදා ගන්න එපා.තියන පෝස්ට් වලට තොට හාට් ඇටැක් හැදෙයි.(සතුටට) #Slcricket #SLvsAUS,NOT,"# Gottle If you are a Tviter account, you do not have a Tuiter account. (Happy) #slcricket #slvsaus",1,833536530408841216
@USER කළ දේ නොකළ දේ කියලා දාන්න එපා නිකන් පොඩි එවුන් වගේ,NOT,Don't put @ser's don't,1,1367649478698659840
"මේක දැක්කම මතක් උනේ ඉස්සර ශ්‍රී මහා බෝධිය වඳින්න යනකොට අපේ අම්මා ශොපින් එකක් හරි වෙන බෑග් එකක් හරි අරන් යනවා.ගලවන සෙරෙප්පු ඒකට දාලා බෑග් එකට දා ගන්නවා.අනුමානෙ හැටියට සෙරෙප්පු ජෝඩු 5,6කට වැඩිය නැති වෙලා තියනවා අපේ ගෙදර අයගෙ.කාලයක් දාන සෙරෙප්පු දෙකක් ඒ කාලෙ ගන්න එක අපිට අමාරු දෙයක් KOTTAN කොට්ටන් @USER  · 2 Jan 2021 බුද්ධාගම තමයී පන්සල් යෑම. බෞද්ධ සංස්කෘතිය තමයී ගොඩ වෙන්න ඉස්සෙල්ලා සෙරෙප්පු ගැලවීම. බුද්ධ දර්මය තමයී ඒ සෙරෙප්පු දෙකට ඇති බැදීම නැති කර ගැනීම.",NOT,"It was reminded when the Sri Maha Bodhi is going to be the Sri Lankan bodi. Saspelpendu, the sandals of Sandeppu, have lost more than 5,6 Sasarens, as at the same time.It's hard for us to take it at that time Kottan Kottane · 2 Jan 2021 Taking temples of Buddhism.The Buddhist culture was saved to save the sandals before they recover.Buddha's situation eliminating the border of those two sandflies.",1,1345292872094945280
@USER වැඩක් නෑ බන්..කාලකණ්ණි මුන් සේරම සල්ලි පස්සෙ යන්නෙ.,HOF,@Useer's no matter.,0,1140880482474704896
පිස්සු පූසව බලන්න ඕනේ youtube  එකේ,NOT,I want to see crazy pusy youTube,1,842258100971159552
@USER ඉතින් ඒක මිනිසුන් ට කියලා හරියනවාද.... රට වැහුවා නම් ඉවරයි නෙ,NOT,@User So if it's going to be people ....,1,1425440120631562249
@USER  @USER ඌ හෙන මැංටලයක් බං,NOT,@Ser @ser @ser ඌ wrestling,1,864543732107886592
එන්න එන්නම නාකි වෙනවා කියලා තේරෙන්නේ අලුත් අවුරුද්දක් ලබන කොට හිටං! #December31st,NOT,"The coming is to get older, you get a new year!#DECMBER31ST",1,682390830880022530
@USER  @USER සබ් බැරිනං මොක ගැහුවත් පුක පුකමයි නංගී,HOF,"@Ser @ser @serr Sabo Butnki, sister sons",0,1124660388430323713
@USER හා හා හොරා වගේ ISIS අයියලගෙ සපෝටර්ල ටික අපිට එලියට දෙන්න නේද ගැටේ ගැහුවෙ. හොර ගෙඩියා..,NOT,"@Sis iolets like @ser and and thief, we give us out, knot.Had Hady ..",1,1128993337858334720
@USER යකෝ අපට හෙන ලග,NOT,@Ser,1,1151170820187643904
@USER පොලිසිය ඔයා කොහෙද ඉන්නේ,NOT,@User police where you are,1,1138416951598837760
@USER @USER  කට යකෝ! කට!!,NOT,Yuhr @user @user!Mouth !!,1,631842111973801984
ඔය කැත වැඩේ මැකෝ ගිය පාරත් කලා  මුලින් බයියන්ට ෆෝම් වෙන්න දීලා ඇදලා අතෑරියෙ නැද්ද බිමට ගෙම්බා ගැහුවා වගේ #GenElecSL,NOT,"The ugly roads of the ugly work were given to the ground, not the frog was hit to the ground, or not the frog.",1,633324032675307520
@USER ඇත්තෙන්ම මේ වගේ සේවාවක් වියයුතුයි. මක්නිසාද මිනිස්සුන්ගේ පීඩාවන් අඩු කිරීම රජයන්ගේ යුතුකමක්.,NOT,@User is really like this.For the diligent of the people of people is the duty of the king.,1,1183244717867159552
මගෙ යාලුවො සෙට් එක මේ පාර සප්ත කන්‍යා 7ම නැගලා.. මට මිස් උනා නේ..  පාර සහ නැගීමනම් පට්ට අමාරුයි ලු.. සෙට් එකක් හොයාගැනීමයි ඉතිං ගේම..,NOT,My friends rise up 7 snap.,1,960715651366100993
උබේ ඩාලින් සයිමා කට් වෙලා   Good Bye Legend! #SunilPerera,NOT,Your Dalin Similar#Sunilperera,1,1434729138074619906
@USER ඉස්සෙල්ලා සල්ලිගත්ත නම් පොහොර ටික දීපල්ලා කුබුරු පැහෙනකොටද පොහොර දෙන්නෙ,NOT,"The fertigatata of @ser, the fertigatata, the fertigator, fertilizes and fertilizes",1,1194462255594852353
@USER  @USER කොහොමද පට්ට නේ,NOT,@Ser @user how's Pattady,1,1143228235540361217
"අන්න නාමල් බබා කියනව රජයේ හොද වැඩ කතා කෙරෙන්නේ නෑල්ලු රජයේ මෝඩ වැඩ වගේ. අනේ බබා වහන්ස, ඒකනේ බොල වෙන්න ඕන. එතකොටනේ වැරදි හදාගන්නේ.",NOT,"Namesay, Namesay, the government speaks like the government's stupid work.Please, bullets should be a bulk.That's wrong.",1,1405211703139344389
@USER මෝඩකම. පිරිමි ළමයා ඔබේ මෝඩ මුහුණ දෙස බලයි ඔබේ වයස කීයද? 18? ඉතින් අලුත් සහ මාසා සමඟ හැසිරවීම. එය තාරාවෙකු උරා බොන්නට කැමති එම පුද්ගලයා දෙස සමලිංගික බැල්මක් විය යුතුය,NOT,@User stupidity.The boy looks at your stupid face?18?So handle with new and maza.It should be a gay glance at that person who wants to suck a dick,1,1377762374044770314
@USER ඔයින් මොගන්  යකෝ ඌ දැක්කා නම් අපරාදේ 148 ගැහුවේ කියලා හිතෙයි...,NOT,"@User Oine Moon, if she saw it, it would be 148 crime ...",1,1140974544708079621
උදේ කෝච්චියෙ ෆුට් බෝඩ් ආව කෙල්ලෙක් ඉඩනැති නිසා..ඇතුලේ උඩ ඉඳි කොල්ලෙක් යාලුවො එක්ක අන්න අරලමය ෆුට්බෝඩ් කියලා දහ වතාවකට වඩා සද්දෙන් කිව්වා.. . ඇයි හුත්තො මං ෆුට්බෝඩ් ගිහම තොගෙ බිජ්ජ කසනවද? කියලා ඒ ෆුට්බෝඩ් ගිය ගෑල්ලමයම ඇහුවනම්... සිරාම ආතල් ඉතිං..,HOF,"In the morning, a girl was allowed to, because a girl was leaving.Why do hu I go to Fertboard and darkest the plum?If you asked the Fortboard Gelle, if the sort of constitution.",0,996040277897826304
ශ්‍රී ලංකාවේ අධිකරණ පද්ධතිය  මී හරකෙක් පිස්සුවෙන් දුවනවාලූ  අලියා-ඇයි උඹ දුවන්නේ ?  මී හරකා-උන් එළදෙන්නු සේරම... URL,HOF,Is the elephant running out of the judicial system of the Sri Lankan judicial system?The buffalo-they cows ... URL,0,969895139455000576
@USER උබලා හරි ඒවා දිපන්කො,NOT,@Suer heb,1,973128881690443776
@USER @USER  ආහ්. මට අමතක උනා. උබ සංස්කෘතික රෙද්ද ඇදන් ඉන්නව කියල. සොරි මචේ @USER,NOT,@User @user Ah.I forgot.The cultural cloth is drawn.Sorry dude @user,1,632823953875038208
"කපනවා තොගෙ බිජ්ජ  @USER  Dinal @USER  · 26 Dec 2017 Dudes . Type ""මගේ කෙල්ලට රෑට රෑට  DM කරන්න එපා යකෝ. කපනවා තොගෙ බිජ්ජ.""  And @ 3rd guy in your list",HOF,"The bibs @user dinal @user · 26 Dec 2017 Dudes.Type ""Don't DM my girl at night. The bite of you cut.""And @ 3rd guy in your list",0,945655463927980032
සනී ලියෝන් ගැන එළි පිට කතා කරපු එකී වේසි වුණේ කොහොමද..    සීනි පන්සීය ගේන්න කඩේට යන්නෙ නැති එකී හුරතලේට හැදුණ මල වෙලා ගාල්ලෙ ඉඳන් යාපනේට තනියම ගිහින් එන එකී අවලමේ ගිය එකී වුණේ කොහොමද.... !!!   ලියන්න ගියොත් ලෝකෙ ඉන්න සේරම කුරුමිණියො ඉවර වෙනකන් ලියන්න වෙනවා....    /7,HOF,How was the evangelized about Sanny Leone?If all the beetles in the world end up ... / 7,0,1250332088839983106
"@USER අපි ඉස්කෝලේ ඉද්දි ගහල තිබ්බෙ  "" වරක් හුජ්ජ කර දෙවරක් බිජ්ජ සොලවන්න                                                       -මීට විදුහල්පති-""  කියලා",HOF,"@Ser we were in schools and had touched school ""Once, Shajja and Shajja Sham - Situ",0,1170189050126295040
"@USER ,  @USER  @USER අඩෝ උඹ චාටර් හුත්තෝ. අපේ යාලුවෙක් කියන්ඩත් ලැජ්ජයි. බීපන් යකෝ දවසට 30ක් එක එකාට සෙකන්ඩ් වෙන්නෙ නැතුව",HOF,"@Ser, @user @user, you chart hauth down.Our friend is shame.Beepan can 30 for a day without secument",0,883755611715903488
@USER  @USER ඔයිටවඩඩා හොඳයි උඹ මට පොන්නයො දෙන්නෙක් දම්මල කුඩවලින් ගැස්සුවනං ගේ ඉස්සරහ,HOF,@Ser @ser @ser Oyithavenda Well you're two ponna people in the front of the gassle,0,1001284218704379904
මුං මාර හේතුනේ යකෝ හොයා ගන්නේ... මහ ලොකු ප්‍රජාතන්ත්‍රවාදීයෝ.. විරුද්ධ පක්ෂයේ එකා චන්දෙට එනවටත් බයයි #UNP පොන්න හැත්ත #lka #enoughUNP #yahapalanaya,HOF,Great to bring ... Great Democians are afraid to go back to Chanditi #day.,0,1175025914805018624
Whatsapp ඉන්න නම්බරේ බලලා අනික්වා delete කරනවා. ඇයි යකෝ.,HOF,Whantsapp waits the Nalbox.Why?,0,1309506443075297282
@USER  @USER තෝ පල පැණි සෙවෙල චමත් මීමා,HOF,@Ser @user thoala honeyhemaya Heya,0,1376449177253634054
@USER  @USER රත්නපුරේ 1850 යි,NOT,@Ser @user 1850 in Ratnapura,1,1457041019271147520
ඔහොම හිනා වෙනකොට උඹ ලස්සනයි උමා,NOT,"When laughing, you are beautiful Uma",1,789451060427403264
"@USER මගේ රටට තෙරැවන් සරණයි ,සියලු දෙවියන්ගේ පිහිටයි .",NOT,"@User @servi to my country, the help of all God.",1,1243156805498228736
දවසකට සීය පැනලා කොරෝනා මරණ වාර්තා වෙන රටේ නෙ යකෝ අපි මේ පයියක දිගක් අල්ලන් නටන්නෙ. (මමද ඇතුළුව. )  අර මරණ කීයක්ද ඇති එකෙක් පැණි කනවා වගේ තමයි මනුස්සයින්ගෙ වැඩ අම්මපා.,HOF,"The country is not recorded in the country, which is the most part of a day.(I also.) How many deaths are honeycombs that are honeycomb.",0,1425743071967318022
@USER අනේ ඌකාපන් බන් ...,HOF,@Serv watched inexpensive ...,0,981913113346768896
අඩි 12 ක් උසට බිත්තිය දිගේ පනින අපුරු බල්ලා හිතාගන්න බැහැ - සම්මානයකුත් දිනලා බලන්න මේ අපුරු බල්ලා මීටර් 4ක් එනම්... URL,NOT,The dawn dog jumps along the wall of 12 feet - see the daumurus dog for 4 meters - URL,1,638957518874652672
@USER කවුරු හරි මේ ලමයගේ කටට සීනී බෝලයක් දාන්න,NOT,@User someone put a ball of sugar in this child,1,631084529017491456
@USER @USER  ටැක්ස් විතරක් ඒ ගාන කියන්නේ බෝතලේ හෙන ගනන් ඇති නේ,NOT,"Only @ser @ser taxer taxer Tacks, the gana is a botter",1,656967179439501312
එයා මට කිව්වා ..  එයා මට කිව්වාආආආආඅ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . එයා මට කිව්වා  පලයන් ##@$$$ කියලා,HOF,"He told me, he told me.........................................................................................................He told me that Palan ## @ $$$",0,1296846358750441474
ඇත්තටම අවුරුදු විස්සකින් ලංකාව ගස් වලින් වැහෙන්න යකෝ මේ කපන් යන කැලෑ ටික බේරගෙන ඉන්න එපැයි යුනේශ් අයියේ. ඒකට කරන්න ඕනේ ගස් අලුතෙන් වවන්න විතරක් නෙමෙයි. මහ හුකන මෝඩ කතා කියන්න එපා ඔයත්,HOF,"In fact, in 200 people, to close the trees, in the United States, you will survive the cavons.It should be done only to new trees.Don't tell the great tribute talk",0,1371529438966419457
"@USER දේශපාලනය පිළිබඳව, ඔබ වහන්සේ දරණ මධ්‍යස්ථ- ජනතා හිතවාදී මතය සතුටක්. මක්නිසාද බොහෝ දෙනෙක්,තමන්ගේ පිලේ උදවිය මොන වරදක් කළත් ඒක හරියි කියන වන්දි බට්ටයන් වීම නිසා,  කවදාවත් පාලකයන් නිවැරදි මගට අරගන්න බැරි වෙලා තියෙනවා.",NOT,"About @ser politics, you enjoy the definition of the people who bear.For many, no matter what the people of their group, they have done it, have never been able to take the right to the right.",1,1446000201450229760
"පට්ට බැල්ලි, ගහනව තොට වැලි  තෝ මගෙ විශ් එක දැක්කෙ නෑනේද?  @USER",HOF,Did the patties and not seen my universal?@User,0,873733314712141824
@USER ගෙවල් වල ඉන්න නිසා ඉබේම අයින් වෙනව.පාඩුව විදින්නෙ ඒ කැපවීම කරන මිනිස්ස.කොටසකට අවුරුදු 2 තිස්සෙ හරි ආදායම් නෑ.අන්න ඒ මිනිස්සු තමයි අන්තිමට බලද්දි ලෙඩේ පාලනය කරල තියෙන්නෙ.තව කොටසක් හැමදාම කරේ පාස් හදාගෙන සුපුරුදු විදියට සල්ලි හම්බ කිරීම.,NOT,"In @suer homes, you are not able to sell the commitment to the commitment.",1,1439072346443296771
සීනි අඩු වෙලා හොඳටම..හොඳ සිහිය ආවම එයා අරක්කු බීලා මත් වෙලා පිස්සු කෙළිය කියලා හිතාගෙන ඔක්කෝගෙන්ම සමාව ගත්තා සියා කෙනෙක්..මැරෙන එකට අමතරව ඔය වගේ දේවල් පවා සිද්ද උනා එහේ,NOT,"The sugar drops and the mind, for the okoke dried, forgived the oakgook, even in addition to a brother, even in addition to this.",1,1432608290341490689
@USER  @USER  11 others කවුද යකෝ බඩු විකුණන්නේ? කෝ ලයිසන්?,NOT,@Ser @ser 11 Orters Who sells goods?Where's the Lylezon?,1,1014195418769567746
@USER අම්ම තවම හා කීවෙ නෑහ් බාන්. ආවෙ නැත්තන් තනියබ බීලා නොමැරී හිටින්. හෙටම මැරෙන එක හරි නැහැනේ....,NOT,"@Uuseer Mother yet, I didn't tell.If we have come, Hack.It's not right to die ....",1,906040388410073088
"ආර්ථික ඔස්ථාර්ලා තීන්දු තීරණ ගන්නා යහපාලන ආංඩුවේ තවත් ගොන් වැඩක්. හරිත ලොවක් ගැන බයිලා ගහනා සජිත් මෙව්වාට අත ඉස්සුවේය  හයිබ්‍රිඩ් වාහන ගෙන්වීම,  විකිනීම අඩුවිය, යහපාලනයේ අනුහසින් පරිසරය දූශනය විය.",NOT,"Another bull in the good governance photo made of economic positions.Bailay Sagita Sajith about a green world was raised by the lack of hybrid vehicles, the decrease of soldiers, and the environment.",1,1189984309794476033
ඔබේ ප්‍රධානියා යාලු කරගෙන උසස්වීමක් ගන්න. ඔබත් මේ ෆෙන්ශුයි ක්‍රමය අත්හදා බලන්න. මේ වගේ ගොන් නම්බොත් ඉන්නවනේ මේ ලෝකේ URL,HOF,Make your chief and take a promotion.Try this Fenzui method.The URL of the world like this like this,0,791255820470218753
Note to self : ගිහින් පාඩම් කරපං හු*තෝ,HOF,Note to Self: Have a Study Hu * tho,0,962009120608940033
මාත් එක්ක ආපු යාලුවගෙනුත් පෙරේදා ඇහුවා ඔහොම හිරු එකෙන්... ඌ මයික් එක අරන් කිව්වා මං දන්න මගුලක් නෑ බං ඔය නාකි බුවෙක්ගෙන් අහපන් කියයි කියලා  D A N I E @USER  · 21 Sep 2019 උදේ හිරු tv එකේ බුවෙක් මයික් එක දික් කරලා Strike එක ගැන ඇහුවා   හවස යූ ටියුබර් බුවෙක් මයික් එක දික් කරලා සැම්සුන්ග් පෝන් එක ගැන ඇහුවා,HOF,"It was a friend of the sun to tell me yesterday ... she said I didn't know the fucking owner of the morning and asked about the Strike, the eveningTurns Buffeed the mike and asked about Samsung Pen",0,1175420080684974080
උඹ නිසා දැනෙන සමහර හැඟීම් වචනවලට පෙරලුවානම ඒ මොහොතෙ ඉදන් මේ ලෝකෙ කවුරුවත් හිනා වෙන එකක් නෑ !,NOT,None of the world will laugh from some of the feelings of some feelings that make you feel that some feelings of you feel hurt!,1,1218747981547044864
@USER ඩොලර් ටිකක් ගෙනාවට මක් වෙනවද මේ අමාරු කාලේ?,NOT,Does this hard time bring some dollars?,1,1475865041362513924
මොන ලබ්බ කරත් පොඩ්ඩ බැරි වෙනකොට හිත උනුවෙන එක තරම් සාපයක් නෑ කොහෙවත්.. මේ සැරේ එහෙම වෙන එකක් නෑ,NOT,"What the Labbuse and Imagine, no matter how much it is in the case, this is none way.",1,1390189850742038531
@USER සිරාවට ඇත්ත. ඒ කියපු කතාවට උඹට කටට දෙන්න හිතනවා මසුරන්,NOT,@User is true.I think you should give it to your mouth,1,870660201329774594
රවී රෝහල් ගත වෙයි?  ඒ අනුව ඔහු හෙට දින රෝහල්ගත වීමට නියමිත බවත් අනිද්දා දිනයේ අධිකරණයට නීතීඥයකු මගින් බාර වීමට සූදානමක් ඇති බවත් වාර්තා වෙයි.  මොන විකාරයක්ද බොලං?  කොන්ද පන නැති එජාපයේ පොන්න දේශපාලනය? @USER @USER  @USER,HOF,"Do Ravi hospitalized?Accordingly, he is going to be hospitalized tomorrow and that a lawyer is planning to surrender.What is a nonsense bolting?Is the politician of the UNP without backbags?@Ser @user @user",0,1236677036841844737
"@USER  @USER ඕගොල්ලොත් හැකි පමණ දායක වෙන්න. ගෑණු ළමයින්ට කෑල්ල කියන්න එපා කිව්වා, දැන් යස අගේට ඔය යුවතිය කියන්නෙ  @USER",NOT,"@Ser @user Contribute to you as possible.The girls were told not to tell the piece, and now Yasaser is the girl",1,742788153384132610
"""මගේ කොල්ලන්ට අත උස්සන්න එපා එහෙම උනොත් ලොකු ප්‍රශ්ණයක් වේවි!""  - Mr.කාලි  අනේ හුකේ නන්නානේ!   මෙහෙව් උන්ගේ රෙද්ද පල්ලට යනෝනේ අපේ වාහෙලත් බෙහෙත් ගන්න කියලා!  නොදෝකින්! නොදෝමකින්!  මේ වගේ ගෝත ජනතාවක් එක්ක කෝමද බන් රටක් හදන්නේ!   අප්පිරියයි",HOF,"""If I don't drink my guys, you'll be a great problem!""- Mr. Karry: Come onTo take our vehicles of their vehicles, their vessels here!Not won't!Una Swise!Cookies are building a country with a people like this!The Appi is the",0,1340988238828249088
@USER  @USER    තමුසෙ චතුර සේනාරත්න ගෙ පොඩි මල්ලිද අයිසෙ,HOF,@Ser @ser Thampu Aizze,0,1263550638308409345
@USER  @USER හුත්තෝ හොරු අල්ලන්න ආවනම් හොරු අල්ලන්න ඕන.එහෙම නැතුව උබලගේ කාලේ උන හොරකම් වහගන්න ඌ අරූගෙ wedding එකට ආවා මුගේ wedding එකට ආවා කියලා ගොන් පෝස්ට් දාදා ඇත්තටම මේ ආණ්ඩුව කරපු දෙයක් නම් නෑ එක එකාට මඩ ගහපු එක ඇරෙන්න.අවුරුදු 4ට එක හොරෙක් අල්ලලා හිරේ දැම්මද?ඇවිත් ඊටත් වඩා හොරා කෑවා.,HOF,@Ser @ser @ser Huthlowing halls I want to catch the harough.Hold on and put in prison? Come and ate even more thief.,0,1092088438130597888
@USER මං හිටි බෝඩිමක ඇන්ටි ධූට බනිනො.. තෝ වේසි මගේ ඔක්කොම ලියාගෙන ඒවයින් කකා බිබී තෝ වේසකමේ යනෝ..මං මේ කීයක්වත් හම්බකරගත්තම තොට ඉවසං ඉන්න බෑ.කතන්දර කියනො.. ආදී වසේන් වලි. ඒ ආන්ටි පවුල් වෙලා උපයාගත්තේ කුනුහබ්බ කියාන රණ්ඩු වෙන්න පුළුවන් දුවෙක්.. ඒකත් වටිනෝ ඉතිං එ නාකි උන්දැට..,HOF,"@Ser, I donate a boarding border.It was a daughter who could quarrel in a prison that Tunshy would be fighting. It is also the Nakayakaki campaign.",0,1306461856450719744
චැන්ඩ්ලර් මරු බඩුව ඈ  කොම හරි ආයෙ සූටි කෙල්ලෙක්ව අල්ලගෙන... #lastship,NOT,Chandler's dead bodies she caught commut a comment ... #lastship,1,900791477705596928
@USER කව්ද යකෝ කුණාටු වලට අපේ අමතිලගේ නම් දාන එකා..,NOT,The name of @ser is the names of our addresses to storms.,1,1122353235707289601
