id,label
task1a_test_1154,HOF
task1a_test_1155,HOF
task1a_test_1156,NOT
task1a_test_1157,HOF
task1a_test_1158,NOT
task1a_test_1159,NOT
task1a_test_1160,NOT
task1a_test_1161,HOF
task1a_test_1162,NOT
task1a_test_1163,NOT
task1a_test_1164,NOT
task1a_test_1165,NOT
task1a_test_1166,NOT
task1a_test_1167,HOF
task1a_test_1168,HOF
task1a_test_1169,NOT
task1a_test_1170,NOT
task1a_test_1171,NOT
task1a_test_1172,NOT
task1a_test_1173,HOF
task1a_test_1174,NOT
task1a_test_1175,NOT
task1a_test_1176,NOT
task1a_test_1177,NOT
task1a_test_1178,NOT
task1a_test_1179,HOF
task1a_test_1180,NOT
task1a_test_1181,HOF
task1a_test_1182,HOF
task1a_test_1183,HOF
task1a_test_1184,HOF
task1a_test_1185,NOT
task1a_test_1186,NOT
task1a_test_1187,HOF
task1a_test_1188,NOT
task1a_test_1189,NOT
task1a_test_1190,HOF
task1a_test_1191,HOF
task1a_test_1192,HOF
task1a_test_1193,NOT
task1a_test_1194,HOF
task1a_test_1195,NOT
task1a_test_1196,NOT
task1a_test_1197,NOT
task1a_test_1198,HOF
task1a_test_1199,HOF
task1a_test_1200,NOT
task1a_test_1201,NOT
task1a_test_1202,NOT
task1a_test_1203,NOT
task1a_test_1204,NOT
task1a_test_1205,NOT
task1a_test_1206,NOT
task1a_test_1207,HOF
task1a_test_1208,HOF
task1a_test_1209,NOT
task1a_test_1210,NOT
task1a_test_1211,NOT
task1a_test_1212,NOT
task1a_test_1213,NOT
task1a_test_1214,NOT
task1a_test_1215,NOT
task1a_test_1216,NOT
task1a_test_1217,HOF
task1a_test_1218,NOT
task1a_test_1219,NOT
task1a_test_1220,NOT
task1a_test_1221,NOT
task1a_test_1222,HOF
task1a_test_1223,NOT
task1a_test_1224,HOF
task1a_test_1225,NOT
task1a_test_1226,NOT
task1a_test_1227,HOF
task1a_test_1228,NOT
task1a_test_1229,HOF
task1a_test_1230,HOF
task1a_test_1231,HOF
task1a_test_1232,NOT
task1a_test_1233,HOF
task1a_test_1234,NOT
task1a_test_1235,NOT
task1a_test_1236,NOT
task1a_test_1237,HOF
task1a_test_1238,HOF
task1a_test_1239,HOF
task1a_test_1240,NOT
task1a_test_1241,HOF
task1a_test_1242,NOT
task1a_test_1243,NOT
task1a_test_1244,NOT
task1a_test_1245,HOF
task1a_test_1246,NOT
task1a_test_1247,HOF
task1a_test_1248,NOT
task1a_test_1249,HOF
task1a_test_1250,NOT
task1a_test_1251,HOF
task1a_test_1252,NOT
task1a_test_1253,HOF
task1a_test_1254,NOT
task1a_test_1255,HOF
task1a_test_1256,HOF
task1a_test_1257,NOT
task1a_test_1258,NOT
task1a_test_1259,NOT
task1a_test_1260,HOF
task1a_test_1261,HOF
task1a_test_1262,NOT
task1a_test_1263,NOT
task1a_test_1264,NOT
task1a_test_1265,NOT
task1a_test_1266,NOT
task1a_test_1267,HOF
task1a_test_1268,NOT
task1a_test_1269,HOF
task1a_test_1270,HOF
task1a_test_1271,HOF
task1a_test_1272,HOF
task1a_test_1273,NOT
task1a_test_1274,NOT
task1a_test_1275,NOT
task1a_test_1276,NOT
task1a_test_1277,HOF
task1a_test_1278,NOT
task1a_test_1279,NOT
task1a_test_1280,NOT
task1a_test_1281,NOT
task1a_test_1282,HOF
task1a_test_1283,NOT
task1a_test_1284,HOF
task1a_test_1285,NOT
task1a_test_1286,NOT
task1a_test_1287,NOT
task1a_test_1288,HOF
task1a_test_1289,NOT
task1a_test_1290,NOT
task1a_test_1291,NOT
task1a_test_1292,NOT
task1a_test_1293,NOT
task1a_test_1294,NOT
task1a_test_1295,NOT
task1a_test_1296,NOT
task1a_test_1297,NOT
task1a_test_1298,NOT
task1a_test_1299,HOF
task1a_test_1300,NOT
task1a_test_1301,HOF
task1a_test_1302,NOT
task1a_test_1303,NOT
task1a_test_1304,NOT
task1a_test_1305,NOT
task1a_test_1306,HOF
task1a_test_1307,HOF
task1a_test_1308,NOT
task1a_test_1309,HOF
task1a_test_1310,NOT
task1a_test_1311,NOT
task1a_test_1312,NOT
task1a_test_1313,NOT
task1a_test_1314,NOT
task1a_test_1315,HOF
task1a_test_1316,HOF
task1a_test_1317,NOT
task1a_test_1318,NOT
task1a_test_1319,NOT
task1a_test_1320,HOF
task1a_test_1321,HOF
task1a_test_1322,NOT
task1a_test_1323,NOT
task1a_test_1324,HOF
task1a_test_1325,HOF
task1a_test_1326,NOT
task1a_test_1327,HOF
task1a_test_1328,NOT
task1a_test_1329,NOT
task1a_test_1330,NOT
task1a_test_1331,NOT
task1a_test_1332,HOF
task1a_test_1333,NOT
task1a_test_1334,NOT
task1a_test_1335,HOF
task1a_test_1336,HOF
task1a_test_1337,HOF
task1a_test_1338,HOF
task1a_test_1339,NOT
task1a_test_1340,HOF
task1a_test_1341,HOF
task1a_test_1342,NOT
task1a_test_1343,HOF
task1a_test_1344,NOT
task1a_test_1345,NOT
task1a_test_1346,HOF
task1a_test_1347,HOF
task1a_test_1348,NOT
task1a_test_1349,NOT
task1a_test_1350,NOT
task1a_test_1351,HOF
task1a_test_1352,NOT
task1a_test_1353,NOT
task1a_test_1354,HOF
task1a_test_1355,NOT
task1a_test_1356,HOF
task1a_test_1357,NOT
task1a_test_1358,NOT
task1a_test_1359,NOT
task1a_test_1360,NOT
task1a_test_1361,HOF
task1a_test_1362,NOT
task1a_test_1363,NOT
task1a_test_1364,NOT
task1a_test_1365,NOT
task1a_test_1366,NOT
task1a_test_1367,NOT
task1a_test_1368,NOT
task1a_test_1369,NOT
task1a_test_1370,HOF
task1a_test_1371,NOT
task1a_test_1372,HOF
task1a_test_1373,NOT
task1a_test_1374,NOT
task1a_test_1375,HOF
task1a_test_1376,NOT
task1a_test_1377,HOF
task1a_test_1378,NOT
task1a_test_1379,NOT
task1a_test_1380,NOT
task1a_test_1381,NOT
task1a_test_1382,HOF
task1a_test_1383,HOF
task1a_test_1384,HOF
task1a_test_1385,NOT
task1a_test_1386,HOF
task1a_test_1387,NOT
task1a_test_1388,HOF
task1a_test_1389,NOT
task1a_test_1390,NOT
task1a_test_1391,HOF
task1a_test_1392,HOF
task1a_test_1393,HOF
task1a_test_1394,HOF
task1a_test_1395,NOT
task1a_test_1396,NOT
task1a_test_1397,HOF
task1a_test_1398,HOF
task1a_test_1399,NOT
task1a_test_1400,HOF
task1a_test_1401,NOT
task1a_test_1402,HOF
task1a_test_1403,NOT
task1a_test_1404,NOT
task1a_test_1405,NOT
task1a_test_1406,NOT
task1a_test_1407,NOT
task1a_test_1408,NOT
task1a_test_1409,NOT
task1a_test_1410,NOT
task1a_test_1411,NOT
task1a_test_1412,NOT
task1a_test_1413,HOF
task1a_test_1414,NOT
task1a_test_1415,NOT
task1a_test_1416,NOT
task1a_test_1417,HOF
task1a_test_1418,NOT
task1a_test_1419,NOT
task1a_test_1420,NOT
task1a_test_1421,NOT
task1a_test_1422,NOT
task1a_test_1423,NOT
task1a_test_1424,NOT
task1a_test_1425,NOT
task1a_test_1426,NOT
task1a_test_1427,HOF
task1a_test_1428,NOT
task1a_test_1429,NOT
task1a_test_1430,HOF
task1a_test_1431,HOF
task1a_test_1432,NOT
task1a_test_1433,HOF
task1a_test_1434,NOT
task1a_test_1435,NOT
task1a_test_1436,NOT
task1a_test_1437,NOT
task1a_test_1438,NOT
task1a_test_1439,NOT
task1a_test_1440,HOF
task1a_test_1441,NOT
task1a_test_1442,NOT
task1a_test_1443,NOT
task1a_test_1444,HOF
task1a_test_1445,HOF
task1a_test_1446,NOT
task1a_test_1447,NOT
task1a_test_1448,HOF
task1a_test_1449,NOT
task1a_test_1450,HOF
task1a_test_1451,HOF
task1a_test_1452,HOF
task1a_test_1453,NOT
task1a_test_1454,NOT
task1a_test_1455,NOT
task1a_test_1456,HOF
task1a_test_1457,NOT
task1a_test_1458,NOT
task1a_test_1459,HOF
task1a_test_1460,HOF
task1a_test_1461,NOT
task1a_test_1462,NOT
task1a_test_1463,HOF
task1a_test_1464,NOT
task1a_test_1465,NOT
task1a_test_1466,HOF
task1a_test_1467,NOT
task1a_test_1468,NOT
task1a_test_1469,NOT
task1a_test_1470,NOT
task1a_test_1471,NOT
task1a_test_1472,HOF
task1a_test_1473,HOF
task1a_test_1474,NOT
task1a_test_1475,HOF
task1a_test_1476,HOF
task1a_test_1477,NOT
task1a_test_1478,NOT
task1a_test_1479,NOT
task1a_test_1480,NOT
task1a_test_1481,NOT
task1a_test_1482,NOT
task1a_test_1483,HOF
task1a_test_1484,NOT
task1a_test_1485,HOF
task1a_test_1486,HOF
task1a_test_1487,HOF
task1a_test_1488,NOT
task1a_test_1489,HOF
task1a_test_1490,NOT
task1a_test_1491,HOF
task1a_test_1492,HOF
task1a_test_1493,HOF
task1a_test_1494,NOT
task1a_test_1495,NOT
task1a_test_1496,NOT
task1a_test_1497,NOT
task1a_test_1498,NOT
task1a_test_1499,NOT
task1a_test_1500,NOT
task1a_test_1501,HOF
task1a_test_1502,NOT
task1a_test_1503,HOF
task1a_test_1504,NOT
task1a_test_1505,NOT
task1a_test_1506,NOT
task1a_test_1507,NOT
task1a_test_1508,HOF
task1a_test_1509,HOF
task1a_test_1510,NOT
task1a_test_1511,NOT
task1a_test_1512,NOT
task1a_test_1513,NOT
task1a_test_1514,NOT
task1a_test_1515,NOT
task1a_test_1516,NOT
task1a_test_1517,NOT
task1a_test_1518,NOT
task1a_test_1519,NOT
task1a_test_1520,NOT
task1a_test_1521,HOF
task1a_test_1522,NOT
task1a_test_1523,NOT
task1a_test_1524,HOF
task1a_test_1525,HOF
task1a_test_1526,HOF
task1a_test_1527,NOT
task1a_test_1528,NOT
task1a_test_1529,NOT
task1a_test_1530,NOT
task1a_test_1531,NOT
task1a_test_1532,NOT
task1a_test_1533,NOT
task1a_test_1534,NOT
task1a_test_1535,HOF
task1a_test_1536,NOT
task1a_test_1537,NOT
task1a_test_1538,HOF
task1a_test_1539,NOT
task1a_test_1540,NOT
task1a_test_1541,NOT
task1a_test_1542,HOF
task1a_test_1543,HOF
task1a_test_1544,NOT
task1a_test_1545,NOT
task1a_test_1546,NOT
task1a_test_1547,HOF
task1a_test_1548,NOT
task1a_test_1549,NOT
task1a_test_1550,HOF
task1a_test_1551,NOT
task1a_test_1552,HOF
task1a_test_1553,NOT
task1a_test_1554,HOF
task1a_test_1555,NOT
task1a_test_1556,HOF
task1a_test_1557,NOT
task1a_test_1558,NOT
task1a_test_1559,NOT
task1a_test_1560,HOF
task1a_test_1561,NOT
task1a_test_1562,NOT
task1a_test_1563,HOF
task1a_test_1564,NOT
task1a_test_1565,NOT
task1a_test_1566,NOT
task1a_test_1567,NOT
task1a_test_1568,NOT
task1a_test_1569,NOT
task1a_test_1570,NOT
task1a_test_1571,NOT
task1a_test_1572,NOT
task1a_test_1573,NOT
task1a_test_1574,NOT
task1a_test_1575,NOT
task1a_test_1576,NOT
task1a_test_1577,HOF
task1a_test_1578,NOT
task1a_test_1579,NOT
task1a_test_1580,NOT
task1a_test_1581,HOF
task1a_test_1582,NOT
task1a_test_1583,NOT
task1a_test_1584,NOT
task1a_test_1585,HOF
task1a_test_1586,NOT
task1a_test_1587,NOT
task1a_test_1588,NOT
task1a_test_1589,HOF
task1a_test_1590,NOT
task1a_test_1591,HOF
task1a_test_1592,NOT
task1a_test_1593,HOF
task1a_test_1594,HOF
task1a_test_1595,NOT
task1a_test_1596,HOF
task1a_test_1597,NOT
task1a_test_1598,HOF
task1a_test_1599,NOT
task1a_test_1600,NOT
task1a_test_1601,NOT
task1a_test_1602,HOF
task1a_test_1603,NOT
task1a_test_1604,HOF
task1a_test_1605,HOF
task1a_test_1606,HOF
task1a_test_1607,NOT
task1a_test_1608,NOT
task1a_test_1609,HOF
task1a_test_1610,HOF
task1a_test_1611,HOF
task1a_test_1612,NOT
task1a_test_1613,NOT
task1a_test_1614,NOT
task1a_test_1615,NOT
task1a_test_1616,NOT
task1a_test_1617,NOT
task1a_test_1618,HOF
task1a_test_1619,NOT
task1a_test_1620,NOT
task1a_test_1621,HOF
task1a_test_1622,NOT
task1a_test_1623,HOF
task1a_test_1624,NOT
task1a_test_1625,NOT
task1a_test_1626,HOF
task1a_test_1627,NOT
task1a_test_1628,HOF
task1a_test_1629,NOT
task1a_test_1630,HOF
task1a_test_1631,NOT
task1a_test_1632,HOF
task1a_test_1633,HOF
task1a_test_1634,NOT
task1a_test_1635,NOT
task1a_test_1636,NOT
task1a_test_1637,NOT
task1a_test_1638,NOT
task1a_test_1639,NOT
task1a_test_1640,HOF
task1a_test_1641,NOT
task1a_test_1642,NOT
task1a_test_1643,HOF
task1a_test_1644,NOT
task1a_test_1645,HOF
task1a_test_1646,NOT
task1a_test_1647,NOT
task1a_test_1648,HOF
task1a_test_1649,HOF
task1a_test_1650,HOF
task1a_test_1651,NOT
task1a_test_1652,HOF
task1a_test_1653,NOT
task1a_test_1654,NOT
task1a_test_1655,NOT
task1a_test_1656,NOT
task1a_test_1657,HOF
task1a_test_1658,NOT
task1a_test_1659,HOF
task1a_test_1660,NOT
task1a_test_1661,NOT
task1a_test_1662,NOT
task1a_test_1663,NOT
task1a_test_1664,NOT
task1a_test_1665,NOT
task1a_test_1666,NOT
task1a_test_1667,HOF
task1a_test_1668,HOF
task1a_test_1669,HOF
task1a_test_1670,HOF
task1a_test_1671,NOT
task1a_test_1672,NOT
task1a_test_1673,NOT
task1a_test_1674,HOF
task1a_test_1675,NOT
task1a_test_1676,NOT
task1a_test_1677,HOF
task1a_test_1678,NOT
task1a_test_1679,NOT
task1a_test_1680,NOT
task1a_test_1681,HOF
task1a_test_1682,NOT
task1a_test_1683,HOF
task1a_test_1684,NOT
task1a_test_1685,HOF
task1a_test_1686,NOT
task1a_test_1687,NOT
task1a_test_1688,HOF
task1a_test_1689,NOT
task1a_test_1690,NOT
task1a_test_1691,NOT
task1a_test_1692,NOT
task1a_test_1693,NOT
task1a_test_1694,NOT
task1a_test_1695,HOF
task1a_test_1696,NOT
task1a_test_1697,HOF
task1a_test_1698,NOT
task1a_test_1699,HOF
task1a_test_1700,NOT
task1a_test_1701,NOT
task1a_test_1702,HOF
task1a_test_1703,NOT
task1a_test_1704,NOT
task1a_test_1705,NOT
task1a_test_1706,NOT
task1a_test_1707,NOT
task1a_test_1708,HOF
task1a_test_1709,HOF
task1a_test_1710,NOT
task1a_test_1711,NOT
task1a_test_1712,NOT
task1a_test_1713,NOT
task1a_test_1714,HOF
task1a_test_1715,HOF
task1a_test_1716,NOT
task1a_test_1717,HOF
task1a_test_1718,HOF
task1a_test_1719,HOF
task1a_test_1720,HOF
task1a_test_1721,NOT
task1a_test_1722,NOT
task1a_test_1723,NOT
task1a_test_1724,NOT
task1a_test_1725,NOT
task1a_test_1726,NOT
task1a_test_1727,HOF
task1a_test_1728,NOT
task1a_test_1729,NOT
task1a_test_1730,NOT
task1a_test_1731,NOT
task1a_test_1732,NOT
task1a_test_1733,NOT
task1a_test_1734,HOF
task1a_test_1735,NOT
task1a_test_1736,HOF
task1a_test_1737,NOT
task1a_test_1738,HOF
task1a_test_1739,HOF
task1a_test_1740,NOT
task1a_test_1741,NOT
task1a_test_1742,HOF
task1a_test_1743,NOT
task1a_test_1744,NOT
task1a_test_1745,NOT
task1a_test_1746,NOT
task1a_test_1747,HOF
task1a_test_1748,NOT
task1a_test_1749,NOT
task1a_test_1750,NOT
task1a_test_1751,NOT
task1a_test_1752,HOF
task1a_test_1753,NOT
task1a_test_1754,HOF
task1a_test_1755,NOT
task1a_test_1756,NOT
task1a_test_1757,HOF
task1a_test_1758,NOT
task1a_test_1759,NOT
task1a_test_1760,HOF
task1a_test_1761,HOF
task1a_test_1762,NOT
task1a_test_1763,NOT
task1a_test_1764,NOT
task1a_test_1765,NOT
task1a_test_1766,HOF
task1a_test_1767,NOT
task1a_test_1768,HOF
task1a_test_1769,HOF
task1a_test_1770,NOT
task1a_test_1771,NOT
task1a_test_1772,NOT
task1a_test_1773,HOF
task1a_test_1774,NOT
task1a_test_1775,NOT
task1a_test_1776,NOT
task1a_test_1777,NOT
task1a_test_1778,NOT
task1a_test_1779,HOF
task1a_test_1780,NOT
task1a_test_1781,HOF
task1a_test_1782,NOT
task1a_test_1783,NOT
task1a_test_1784,HOF
task1a_test_1785,HOF
task1a_test_1786,NOT
task1a_test_1787,HOF
task1a_test_1788,NOT
task1a_test_1789,NOT
task1a_test_1790,NOT
task1a_test_1791,NOT
task1a_test_1792,HOF
task1a_test_1793,HOF
task1a_test_1794,NOT
task1a_test_1795,HOF
task1a_test_1796,HOF
task1a_test_1797,HOF
task1a_test_1798,HOF
task1a_test_1799,NOT
task1a_test_1800,NOT
task1a_test_1801,HOF
task1a_test_1802,NOT
task1a_test_1803,HOF
task1a_test_1804,NOT
task1a_test_1805,HOF
task1a_test_1806,NOT
task1a_test_1807,NOT
task1a_test_1808,NOT
task1a_test_1809,NOT
task1a_test_1810,HOF
task1a_test_1811,NOT
task1a_test_1812,HOF
task1a_test_1813,HOF
task1a_test_1814,NOT
task1a_test_1815,HOF
task1a_test_1816,HOF
task1a_test_1817,NOT
task1a_test_1818,NOT
task1a_test_1819,HOF
task1a_test_1820,NOT
task1a_test_1821,NOT
task1a_test_1822,HOF
task1a_test_1823,NOT
task1a_test_1824,NOT
task1a_test_1825,HOF
task1a_test_1826,HOF
task1a_test_1827,NOT
task1a_test_1828,NOT
task1a_test_1829,NOT
task1a_test_1830,HOF
task1a_test_1831,NOT
task1a_test_1832,NOT
task1a_test_1833,HOF
task1a_test_1834,HOF
task1a_test_1835,NOT
task1a_test_1836,HOF
task1a_test_1837,NOT
task1a_test_1838,NOT
task1a_test_1839,NOT
task1a_test_1840,HOF
task1a_test_1841,NOT
task1a_test_1842,HOF
task1a_test_1843,HOF
task1a_test_1844,HOF
task1a_test_1845,NOT
task1a_test_1846,NOT
task1a_test_1847,NOT
task1a_test_1848,HOF
task1a_test_1849,NOT
task1a_test_1850,NOT
task1a_test_1851,NOT
task1a_test_1852,HOF
task1a_test_1853,NOT
task1a_test_1854,NOT
task1a_test_1855,HOF
task1a_test_1856,NOT
task1a_test_1857,NOT
task1a_test_1858,HOF
task1a_test_1859,NOT
task1a_test_1860,HOF
task1a_test_1861,HOF
task1a_test_1862,NOT
task1a_test_1863,HOF
task1a_test_1864,NOT
task1a_test_1865,NOT
task1a_test_1866,NOT
task1a_test_1867,HOF
task1a_test_1868,NOT
task1a_test_1869,NOT
task1a_test_1870,HOF
task1a_test_1871,NOT
task1a_test_1872,NOT
task1a_test_1873,NOT
task1a_test_1874,NOT
task1a_test_1875,NOT
task1a_test_1876,NOT
task1a_test_1877,HOF
task1a_test_1878,NOT
task1a_test_1879,NOT
task1a_test_1880,NOT
task1a_test_1881,HOF
task1a_test_1882,HOF
task1a_test_1883,NOT
task1a_test_1884,NOT
task1a_test_1885,NOT
task1a_test_1886,HOF
task1a_test_1887,NOT
task1a_test_1888,NOT
task1a_test_1889,NOT
task1a_test_1890,NOT
task1a_test_1891,NOT
task1a_test_1892,HOF
task1a_test_1893,NOT
task1a_test_1894,NOT
task1a_test_1895,HOF
task1a_test_1896,NOT
task1a_test_1897,NOT
task1a_test_1898,NOT
task1a_test_1899,NOT
task1a_test_1900,NOT
task1a_test_1901,NOT
task1a_test_1902,NOT
task1a_test_1903,NOT
task1a_test_1904,HOF
task1a_test_1905,HOF
task1a_test_1906,NOT
task1a_test_1907,NOT
task1a_test_1908,NOT
task1a_test_1909,HOF
task1a_test_1910,NOT
task1a_test_1911,HOF
task1a_test_1912,HOF
task1a_test_1913,NOT
task1a_test_1914,NOT
task1a_test_1915,NOT
task1a_test_1916,NOT
task1a_test_1917,NOT
task1a_test_1918,NOT
task1a_test_1919,NOT
task1a_test_1920,NOT
task1a_test_1921,NOT
task1a_test_1922,NOT
task1a_test_1923,HOF
task1a_test_1924,NOT
task1a_test_1925,NOT
task1a_test_1926,NOT
task1a_test_1927,NOT
task1a_test_1928,NOT
task1a_test_1929,HOF
task1a_test_1930,HOF
task1a_test_1931,NOT
task1a_test_1932,HOF
task1a_test_1933,HOF
task1a_test_1934,NOT
task1a_test_1935,NOT
task1a_test_1936,NOT
task1a_test_1937,NOT
task1a_test_1938,NOT
task1a_test_1939,HOF
task1a_test_1940,HOF
task1a_test_1941,NOT
task1a_test_1942,HOF
task1a_test_1943,HOF
task1a_test_1944,NOT
task1a_test_1945,HOF
task1a_test_1946,HOF
task1a_test_1947,NOT
task1a_test_1948,NOT
task1a_test_1949,NOT
task1a_test_1950,NOT
task1a_test_1951,HOF
task1a_test_1952,NOT
task1a_test_1953,HOF
task1a_test_1954,HOF
task1a_test_1955,NOT
task1a_test_1956,NOT
task1a_test_1957,NOT
task1a_test_1958,HOF
task1a_test_1959,NOT
task1a_test_1960,HOF
task1a_test_1961,NOT
task1a_test_1962,NOT
task1a_test_1963,NOT
task1a_test_1964,HOF
task1a_test_1965,HOF
task1a_test_1966,NOT
task1a_test_1967,HOF
task1a_test_1968,NOT
task1a_test_1969,NOT
task1a_test_1970,NOT
task1a_test_1971,NOT
task1a_test_1972,NOT
task1a_test_1973,NOT
task1a_test_1974,HOF
task1a_test_1975,HOF
task1a_test_1976,HOF
task1a_test_1977,HOF
task1a_test_1978,NOT
task1a_test_1979,HOF
task1a_test_1980,HOF
task1a_test_1981,NOT
task1a_test_1982,NOT
task1a_test_1983,HOF
task1a_test_1984,NOT
task1a_test_1985,NOT
task1a_test_1986,NOT
task1a_test_1987,HOF
task1a_test_1988,NOT
task1a_test_1989,NOT
task1a_test_1990,HOF
task1a_test_1991,NOT
task1a_test_1992,NOT
task1a_test_1993,HOF
task1a_test_1994,NOT
task1a_test_1995,HOF
task1a_test_1996,NOT
task1a_test_1997,HOF
task1a_test_1998,HOF
task1a_test_1999,HOF
task1a_test_2000,HOF
task1a_test_2001,NOT
task1a_test_2002,HOF
task1a_test_2003,NOT
task1a_test_2004,NOT
task1a_test_2005,NOT
task1a_test_2006,NOT
task1a_test_2007,NOT
task1a_test_2008,HOF
task1a_test_2009,NOT
task1a_test_2010,NOT
task1a_test_2011,HOF
task1a_test_2012,NOT
task1a_test_2013,NOT
task1a_test_2014,NOT
task1a_test_2015,NOT
task1a_test_2016,NOT
task1a_test_2017,NOT
task1a_test_2018,HOF
task1a_test_2019,NOT
task1a_test_2020,NOT
task1a_test_2021,NOT
task1a_test_2022,NOT
task1a_test_2023,NOT
task1a_test_2024,HOF
task1a_test_2025,HOF
task1a_test_2026,HOF
task1a_test_2027,NOT
task1a_test_2028,NOT
task1a_test_2029,HOF
task1a_test_2030,NOT
task1a_test_2031,NOT
task1a_test_2032,NOT
task1a_test_2033,HOF
task1a_test_2034,NOT
task1a_test_2035,HOF
task1a_test_2036,HOF
task1a_test_2037,NOT
task1a_test_2038,NOT
task1a_test_2039,HOF
task1a_test_2040,NOT
task1a_test_2041,NOT
task1a_test_2042,NOT
task1a_test_2043,NOT
task1a_test_2044,HOF
task1a_test_2045,NOT
task1a_test_2046,NOT
task1a_test_2047,HOF
task1a_test_2048,HOF
task1a_test_2049,NOT
task1a_test_2050,NOT
task1a_test_2051,NOT
task1a_test_2052,NOT
task1a_test_2053,HOF
task1a_test_2054,NOT
task1a_test_2055,NOT
task1a_test_2056,NOT
task1a_test_2057,NOT
task1a_test_2058,NOT
task1a_test_2059,HOF
task1a_test_2060,HOF
task1a_test_2061,HOF
task1a_test_2062,HOF
task1a_test_2063,HOF
task1a_test_2064,NOT
task1a_test_2065,NOT
task1a_test_2066,NOT
task1a_test_2067,NOT
task1a_test_2068,HOF
task1a_test_2069,HOF
task1a_test_2070,NOT
task1a_test_2071,HOF
task1a_test_2072,NOT
task1a_test_2073,NOT
task1a_test_2074,NOT
task1a_test_2075,NOT
task1a_test_2076,HOF
task1a_test_2077,NOT
task1a_test_2078,NOT
task1a_test_2079,HOF
task1a_test_2080,HOF
task1a_test_2081,NOT
task1a_test_2082,NOT
task1a_test_2083,NOT
task1a_test_2084,NOT
task1a_test_2085,NOT
task1a_test_2086,NOT
task1a_test_2087,NOT
task1a_test_2088,NOT
task1a_test_2089,NOT
task1a_test_2090,NOT
task1a_test_2091,NOT
task1a_test_2092,NOT
task1a_test_2093,HOF
task1a_test_2094,HOF
task1a_test_2095,HOF
task1a_test_2096,HOF
task1a_test_2097,NOT
task1a_test_2098,NOT
task1a_test_2099,NOT
task1a_test_2100,HOF
task1a_test_2101,NOT
task1a_test_2102,NOT
task1a_test_2103,HOF
task1a_test_2104,NOT
task1a_test_2105,HOF
task1a_test_2106,HOF
task1a_test_2107,HOF
task1a_test_2108,NOT
task1a_test_2109,NOT
task1a_test_2110,NOT
task1a_test_2111,NOT
task1a_test_2112,NOT
task1a_test_2113,NOT
task1a_test_2114,HOF
task1a_test_2115,NOT
task1a_test_2116,NOT
task1a_test_2117,NOT
task1a_test_2118,NOT
task1a_test_2119,NOT
task1a_test_2120,NOT
task1a_test_2121,NOT
task1a_test_2122,HOF
task1a_test_2123,NOT
task1a_test_2124,HOF
task1a_test_2125,NOT
task1a_test_2126,HOF
task1a_test_2127,HOF
task1a_test_2128,HOF
task1a_test_2129,HOF
task1a_test_2130,NOT
task1a_test_2131,NOT
task1a_test_2132,HOF
task1a_test_2133,NOT
task1a_test_2134,NOT
task1a_test_2135,NOT
task1a_test_2136,HOF
task1a_test_2137,NOT
task1a_test_2138,HOF
task1a_test_2139,HOF
task1a_test_2140,NOT
task1a_test_2141,HOF
task1a_test_2142,NOT
task1a_test_2143,HOF
task1a_test_2144,NOT
task1a_test_2145,NOT
task1a_test_2146,NOT
task1a_test_2147,NOT
task1a_test_2148,HOF
task1a_test_2149,NOT
task1a_test_2150,NOT
task1a_test_2151,NOT
task1a_test_2152,HOF
task1a_test_2153,NOT
task1a_test_2154,NOT
task1a_test_2155,HOF
task1a_test_2156,NOT
task1a_test_2157,NOT
task1a_test_2158,HOF
task1a_test_2159,NOT
task1a_test_2160,NOT
task1a_test_2161,NOT
task1a_test_2162,NOT
task1a_test_2163,NOT
task1a_test_2164,NOT
task1a_test_2165,NOT
task1a_test_2166,NOT
task1a_test_2167,NOT
task1a_test_2168,HOF
task1a_test_2169,HOF
task1a_test_2170,HOF
task1a_test_2171,HOF
task1a_test_2172,NOT
task1a_test_2173,NOT
task1a_test_2174,HOF
task1a_test_2175,NOT
task1a_test_2176,NOT
task1a_test_2177,NOT
task1a_test_2178,HOF
task1a_test_2179,HOF
task1a_test_2180,HOF
task1a_test_2181,HOF
task1a_test_2182,HOF
task1a_test_2183,NOT
task1a_test_2184,NOT
task1a_test_2185,HOF
task1a_test_2186,NOT
task1a_test_2187,HOF
task1a_test_2188,HOF
task1a_test_2189,HOF
task1a_test_2190,NOT
task1a_test_2191,NOT
task1a_test_2192,NOT
task1a_test_2193,HOF
task1a_test_2194,NOT
task1a_test_2195,HOF
task1a_test_2196,HOF
task1a_test_2197,HOF
task1a_test_2198,HOF
task1a_test_2199,HOF
task1a_test_2200,NOT
task1a_test_2201,NOT
task1a_test_2202,HOF
task1a_test_2203,HOF
task1a_test_2204,NOT
task1a_test_2205,NOT
task1a_test_2206,HOF
task1a_test_2207,NOT
task1a_test_2208,HOF
task1a_test_2209,NOT
task1a_test_2210,HOF
task1a_test_2211,HOF
task1a_test_2212,NOT
task1a_test_2213,NOT
task1a_test_2214,NOT
task1a_test_2215,HOF
task1a_test_2216,NOT
task1a_test_2217,HOF
task1a_test_2218,HOF
task1a_test_2219,HOF
task1a_test_2220,NOT
task1a_test_2221,NOT
task1a_test_2222,HOF
task1a_test_2223,NOT
task1a_test_2224,HOF
task1a_test_2225,HOF
task1a_test_2226,HOF
task1a_test_2227,HOF
task1a_test_2228,NOT
task1a_test_2229,NOT
